Date,Area Name,Time of Day,Traffic Volume
2024-08-09,Electronic City,Evening Peak (5pm-9pm),4554
2022-01-01,Hebbal,Morning Peak (8am-11am),11116
2022-01-01,Hebbal,Afternoon (12pm-4pm),7940
2022-01-01,Hebbal,Evening Peak (5pm-9pm),12704
2022-01-01,Hebbal,Morning Peak (8am-11am),13456
2022-01-01,Hebbal,Afternoon (12pm-4pm),9611
2022-01-01,Hebbal,Evening Peak (5pm-9pm),15378
2022-01-02,Hebbal,Morning Peak (8am-11am),2365
2022-01-02,Hebbal,Afternoon (12pm-4pm),1689
2022-01-02,Hebbal,Evening Peak (5pm-9pm),2703
2022-01-02,Hebbal,Morning Peak (8am-11am),10573
2022-01-02,Hebbal,Afternoon (12pm-4pm),7552
2022-01-02,Hebbal,Evening Peak (5pm-9pm),12083
2022-01-05,Hebbal,Morning Peak (8am-11am),13623
2022-01-05,Hebbal,Afternoon (12pm-4pm),9731
2022-01-05,Hebbal,Evening Peak (5pm-9pm),15569
2022-01-06,Hebbal,Morning Peak (8am-11am),8012
2022-01-06,Hebbal,Afternoon (12pm-4pm),5723
2022-01-06,Hebbal,Evening Peak (5pm-9pm),9157
2022-01-06,Hebbal,Morning Peak (8am-11am),9964
2022-01-06,Hebbal,Afternoon (12pm-4pm),7117
2022-01-06,Hebbal,Evening Peak (5pm-9pm),11388
2022-01-07,Hebbal,Morning Peak (8am-11am),13688
2022-01-07,Hebbal,Afternoon (12pm-4pm),9777
2022-01-07,Hebbal,Evening Peak (5pm-9pm),15644
2022-01-07,Hebbal,Morning Peak (8am-11am),14707
2022-01-07,Hebbal,Afternoon (12pm-4pm),10505
2022-01-07,Hebbal,Evening Peak (5pm-9pm),16808
2022-01-09,Hebbal,Morning Peak (8am-11am),9868
2022-01-09,Hebbal,Afternoon (12pm-4pm),7048
2022-01-09,Hebbal,Evening Peak (5pm-9pm),11278
2022-01-10,Hebbal,Morning Peak (8am-11am),6573
2022-01-10,Hebbal,Afternoon (12pm-4pm),4695
2022-01-10,Hebbal,Evening Peak (5pm-9pm),7512
2022-01-10,Hebbal,Morning Peak (8am-11am),9485
2022-01-10,Hebbal,Afternoon (12pm-4pm),6775
2022-01-10,Hebbal,Evening Peak (5pm-9pm),10840
2022-01-11,Hebbal,Morning Peak (8am-11am),11019
2022-01-11,Hebbal,Afternoon (12pm-4pm),7870
2022-01-11,Hebbal,Evening Peak (5pm-9pm),12593
2022-01-12,Hebbal,Morning Peak (8am-11am),10989
2022-01-12,Hebbal,Afternoon (12pm-4pm),7849
2022-01-12,Hebbal,Evening Peak (5pm-9pm),12559
2022-01-13,Hebbal,Morning Peak (8am-11am),6718
2022-01-13,Hebbal,Afternoon (12pm-4pm),4798
2022-01-13,Hebbal,Evening Peak (5pm-9pm),7678
2022-01-14,Hebbal,Morning Peak (8am-11am),5737
2022-01-14,Hebbal,Afternoon (12pm-4pm),4098
2022-01-14,Hebbal,Evening Peak (5pm-9pm),6557
2022-01-15,Hebbal,Morning Peak (8am-11am),10485
2022-01-15,Hebbal,Afternoon (12pm-4pm),7489
2022-01-15,Hebbal,Evening Peak (5pm-9pm),11983
2022-01-16,Hebbal,Morning Peak (8am-11am),10332
2022-01-16,Hebbal,Afternoon (12pm-4pm),7380
2022-01-16,Hebbal,Evening Peak (5pm-9pm),11808
2022-01-18,Hebbal,Morning Peak (8am-11am),10493
2022-01-18,Hebbal,Afternoon (12pm-4pm),7495
2022-01-18,Hebbal,Evening Peak (5pm-9pm),11992
2022-01-18,Hebbal,Morning Peak (8am-11am),9663
2022-01-18,Hebbal,Afternoon (12pm-4pm),6902
2022-01-18,Hebbal,Evening Peak (5pm-9pm),11044
2022-01-19,Hebbal,Morning Peak (8am-11am),7874
2022-01-19,Hebbal,Afternoon (12pm-4pm),5624
2022-01-19,Hebbal,Evening Peak (5pm-9pm),8999
2022-01-21,Hebbal,Morning Peak (8am-11am),3597
2022-01-21,Hebbal,Afternoon (12pm-4pm),2570
2022-01-21,Hebbal,Evening Peak (5pm-9pm),4112
2022-01-23,Hebbal,Morning Peak (8am-11am),12050
2022-01-23,Hebbal,Afternoon (12pm-4pm),8607
2022-01-23,Hebbal,Evening Peak (5pm-9pm),13772
2022-01-24,Hebbal,Morning Peak (8am-11am),16122
2022-01-24,Hebbal,Afternoon (12pm-4pm),11516
2022-01-24,Hebbal,Evening Peak (5pm-9pm),18426
2022-01-25,Hebbal,Morning Peak (8am-11am),10577
2022-01-25,Hebbal,Afternoon (12pm-4pm),7555
2022-01-25,Hebbal,Evening Peak (5pm-9pm),12088
2022-01-27,Hebbal,Morning Peak (8am-11am),7585
2022-01-27,Hebbal,Afternoon (12pm-4pm),5418
2022-01-27,Hebbal,Evening Peak (5pm-9pm),8668
2022-01-27,Hebbal,Morning Peak (8am-11am),9422
2022-01-27,Hebbal,Afternoon (12pm-4pm),6730
2022-01-27,Hebbal,Evening Peak (5pm-9pm),10768
2022-01-29,Hebbal,Morning Peak (8am-11am),13612
2022-01-29,Hebbal,Afternoon (12pm-4pm),9723
2022-01-29,Hebbal,Evening Peak (5pm-9pm),15557
2022-01-30,Hebbal,Morning Peak (8am-11am),9007
2022-01-30,Hebbal,Afternoon (12pm-4pm),6434
2022-01-30,Hebbal,Evening Peak (5pm-9pm),10294
2022-01-30,Hebbal,Morning Peak (8am-11am),5546
2022-01-30,Hebbal,Afternoon (12pm-4pm),3962
2022-01-30,Hebbal,Evening Peak (5pm-9pm),6339
2022-01-31,Hebbal,Morning Peak (8am-11am),6918
2022-01-31,Hebbal,Afternoon (12pm-4pm),4941
2022-01-31,Hebbal,Evening Peak (5pm-9pm),7906
2022-02-02,Hebbal,Morning Peak (8am-11am),3159
2022-02-02,Hebbal,Afternoon (12pm-4pm),2256
2022-02-02,Hebbal,Evening Peak (5pm-9pm),3610
2022-02-04,Hebbal,Morning Peak (8am-11am),7594
2022-02-04,Hebbal,Afternoon (12pm-4pm),5425
2022-02-04,Hebbal,Evening Peak (5pm-9pm),8680
2022-02-05,Hebbal,Morning Peak (8am-11am),10243
2022-02-05,Hebbal,Afternoon (12pm-4pm),7316
2022-02-05,Hebbal,Evening Peak (5pm-9pm),11706
2022-02-06,Hebbal,Morning Peak (8am-11am),9457
2022-02-06,Hebbal,Afternoon (12pm-4pm),6755
2022-02-06,Hebbal,Evening Peak (5pm-9pm),10808
2022-02-06,Hebbal,Morning Peak (8am-11am),13351
2022-02-06,Hebbal,Afternoon (12pm-4pm),9536
2022-02-06,Hebbal,Evening Peak (5pm-9pm),15258
2022-02-07,Hebbal,Morning Peak (8am-11am),13912
2022-02-07,Hebbal,Afternoon (12pm-4pm),9937
2022-02-07,Hebbal,Evening Peak (5pm-9pm),15899
2022-02-08,Hebbal,Morning Peak (8am-11am),7366
2022-02-08,Hebbal,Afternoon (12pm-4pm),5261
2022-02-08,Hebbal,Evening Peak (5pm-9pm),8418
2022-02-08,Hebbal,Morning Peak (8am-11am),7307
2022-02-08,Hebbal,Afternoon (12pm-4pm),5219
2022-02-08,Hebbal,Evening Peak (5pm-9pm),8351
2022-02-09,Hebbal,Morning Peak (8am-11am),14080
2022-02-09,Hebbal,Afternoon (12pm-4pm),10057
2022-02-09,Hebbal,Evening Peak (5pm-9pm),16092
2022-02-09,Hebbal,Morning Peak (8am-11am),10358
2022-02-09,Hebbal,Afternoon (12pm-4pm),7399
2022-02-09,Hebbal,Evening Peak (5pm-9pm),11838
2022-02-12,Hebbal,Morning Peak (8am-11am),8399
2022-02-12,Hebbal,Afternoon (12pm-4pm),5999
2022-02-12,Hebbal,Evening Peak (5pm-9pm),9599
2022-02-12,Hebbal,Morning Peak (8am-11am),14544
2022-02-12,Hebbal,Afternoon (12pm-4pm),10389
2022-02-12,Hebbal,Evening Peak (5pm-9pm),16622
2022-02-13,Hebbal,Morning Peak (8am-11am),10322
2022-02-13,Hebbal,Afternoon (12pm-4pm),7373
2022-02-13,Hebbal,Evening Peak (5pm-9pm),11797
2022-02-13,Hebbal,Morning Peak (8am-11am),3172
2022-02-13,Hebbal,Afternoon (12pm-4pm),2265
2022-02-13,Hebbal,Evening Peak (5pm-9pm),3625
2022-02-14,Hebbal,Morning Peak (8am-11am),6127
2022-02-14,Hebbal,Afternoon (12pm-4pm),4377
2022-02-14,Hebbal,Evening Peak (5pm-9pm),7003
2022-02-14,Hebbal,Morning Peak (8am-11am),11098
2022-02-14,Hebbal,Afternoon (12pm-4pm),7927
2022-02-14,Hebbal,Evening Peak (5pm-9pm),12684
2022-02-15,Hebbal,Morning Peak (8am-11am),8765
2022-02-15,Hebbal,Afternoon (12pm-4pm),6261
2022-02-15,Hebbal,Evening Peak (5pm-9pm),10018
2022-02-16,Hebbal,Morning Peak (8am-11am),10991
2022-02-16,Hebbal,Afternoon (12pm-4pm),7850
2022-02-16,Hebbal,Evening Peak (5pm-9pm),12561
2022-02-16,Hebbal,Morning Peak (8am-11am),12351
2022-02-16,Hebbal,Afternoon (12pm-4pm),8822
2022-02-16,Hebbal,Evening Peak (5pm-9pm),14115
2022-02-18,Hebbal,Morning Peak (8am-11am),12677
2022-02-18,Hebbal,Afternoon (12pm-4pm),9055
2022-02-18,Hebbal,Evening Peak (5pm-9pm),14488
2022-02-20,Hebbal,Morning Peak (8am-11am),9575
2022-02-20,Hebbal,Afternoon (12pm-4pm),6839
2022-02-20,Hebbal,Evening Peak (5pm-9pm),10943
2022-02-21,Hebbal,Morning Peak (8am-11am),9975
2022-02-21,Hebbal,Afternoon (12pm-4pm),7125
2022-02-21,Hebbal,Evening Peak (5pm-9pm),11400
2022-02-22,Hebbal,Morning Peak (8am-11am),6450
2022-02-22,Hebbal,Afternoon (12pm-4pm),4607
2022-02-22,Hebbal,Evening Peak (5pm-9pm),7372
2022-02-22,Hebbal,Morning Peak (8am-11am),12979
2022-02-22,Hebbal,Afternoon (12pm-4pm),9271
2022-02-22,Hebbal,Evening Peak (5pm-9pm),14833
2022-02-24,Hebbal,Morning Peak (8am-11am),11726
2022-02-24,Hebbal,Afternoon (12pm-4pm),8375
2022-02-24,Hebbal,Evening Peak (5pm-9pm),13401
2022-02-24,Hebbal,Morning Peak (8am-11am),3440
2022-02-24,Hebbal,Afternoon (12pm-4pm),2457
2022-02-24,Hebbal,Evening Peak (5pm-9pm),3932
2022-02-25,Hebbal,Morning Peak (8am-11am),9842
2022-02-25,Hebbal,Afternoon (12pm-4pm),7030
2022-02-25,Hebbal,Evening Peak (5pm-9pm),11248
2022-02-27,Hebbal,Morning Peak (8am-11am),11085
2022-02-27,Hebbal,Afternoon (12pm-4pm),7918
2022-02-27,Hebbal,Evening Peak (5pm-9pm),12668
2022-03-02,Hebbal,Morning Peak (8am-11am),7930
2022-03-02,Hebbal,Afternoon (12pm-4pm),5665
2022-03-02,Hebbal,Evening Peak (5pm-9pm),9064
2022-03-03,Hebbal,Morning Peak (8am-11am),12521
2022-03-03,Hebbal,Afternoon (12pm-4pm),8944
2022-03-03,Hebbal,Evening Peak (5pm-9pm),14310
2022-03-03,Hebbal,Morning Peak (8am-11am),3408
2022-03-03,Hebbal,Afternoon (12pm-4pm),2434
2022-03-03,Hebbal,Evening Peak (5pm-9pm),3895
2022-03-04,Hebbal,Morning Peak (8am-11am),11524
2022-03-04,Hebbal,Afternoon (12pm-4pm),8231
2022-03-04,Hebbal,Evening Peak (5pm-9pm),13170
2022-03-06,Hebbal,Morning Peak (8am-11am),8631
2022-03-06,Hebbal,Afternoon (12pm-4pm),6165
2022-03-06,Hebbal,Evening Peak (5pm-9pm),9864
2022-03-06,Hebbal,Morning Peak (8am-11am),8238
2022-03-06,Hebbal,Afternoon (12pm-4pm),5884
2022-03-06,Hebbal,Evening Peak (5pm-9pm),9415
2022-03-07,Hebbal,Morning Peak (8am-11am),15781
2022-03-07,Hebbal,Afternoon (12pm-4pm),11272
2022-03-07,Hebbal,Evening Peak (5pm-9pm),18036
2022-03-07,Hebbal,Morning Peak (8am-11am),10017
2022-03-07,Hebbal,Afternoon (12pm-4pm),7155
2022-03-07,Hebbal,Evening Peak (5pm-9pm),11448
2022-03-08,Hebbal,Morning Peak (8am-11am),9210
2022-03-08,Hebbal,Afternoon (12pm-4pm),6578
2022-03-08,Hebbal,Evening Peak (5pm-9pm),10526
2022-03-08,Hebbal,Morning Peak (8am-11am),8030
2022-03-08,Hebbal,Afternoon (12pm-4pm),5736
2022-03-08,Hebbal,Evening Peak (5pm-9pm),9177
2022-03-10,Hebbal,Morning Peak (8am-11am),7120
2022-03-10,Hebbal,Afternoon (12pm-4pm),5086
2022-03-10,Hebbal,Evening Peak (5pm-9pm),8137
2022-03-10,Hebbal,Morning Peak (8am-11am),14591
2022-03-10,Hebbal,Afternoon (12pm-4pm),10422
2022-03-10,Hebbal,Evening Peak (5pm-9pm),16675
2022-03-12,Hebbal,Morning Peak (8am-11am),7793
2022-03-12,Hebbal,Afternoon (12pm-4pm),5566
2022-03-12,Hebbal,Evening Peak (5pm-9pm),8906
2022-03-12,Hebbal,Morning Peak (8am-11am),6675
2022-03-12,Hebbal,Afternoon (12pm-4pm),4768
2022-03-12,Hebbal,Evening Peak (5pm-9pm),7628
2022-03-14,Hebbal,Morning Peak (8am-11am),10878
2022-03-14,Hebbal,Afternoon (12pm-4pm),7770
2022-03-14,Hebbal,Evening Peak (5pm-9pm),12432
2022-03-15,Hebbal,Morning Peak (8am-11am),11537
2022-03-15,Hebbal,Afternoon (12pm-4pm),8240
2022-03-15,Hebbal,Evening Peak (5pm-9pm),13185
2022-03-15,Hebbal,Morning Peak (8am-11am),7086
2022-03-15,Hebbal,Afternoon (12pm-4pm),5061
2022-03-15,Hebbal,Evening Peak (5pm-9pm),8098
2022-03-16,Hebbal,Morning Peak (8am-11am),6876
2022-03-16,Hebbal,Afternoon (12pm-4pm),4911
2022-03-16,Hebbal,Evening Peak (5pm-9pm),7858
2022-03-17,Hebbal,Morning Peak (8am-11am),11753
2022-03-17,Hebbal,Afternoon (12pm-4pm),8395
2022-03-17,Hebbal,Evening Peak (5pm-9pm),13432
2022-03-18,Hebbal,Morning Peak (8am-11am),6787
2022-03-18,Hebbal,Afternoon (12pm-4pm),4848
2022-03-18,Hebbal,Evening Peak (5pm-9pm),7757
2022-03-19,Hebbal,Morning Peak (8am-11am),3447
2022-03-19,Hebbal,Afternoon (12pm-4pm),2462
2022-03-19,Hebbal,Evening Peak (5pm-9pm),3940
2022-03-20,Hebbal,Morning Peak (8am-11am),3585
2022-03-20,Hebbal,Afternoon (12pm-4pm),2561
2022-03-20,Hebbal,Evening Peak (5pm-9pm),4098
2022-03-22,Hebbal,Morning Peak (8am-11am),6664
2022-03-22,Hebbal,Afternoon (12pm-4pm),4760
2022-03-22,Hebbal,Evening Peak (5pm-9pm),7616
2022-03-22,Hebbal,Morning Peak (8am-11am),9852
2022-03-22,Hebbal,Afternoon (12pm-4pm),7037
2022-03-22,Hebbal,Evening Peak (5pm-9pm),11259
2022-03-23,Hebbal,Morning Peak (8am-11am),7446
2022-03-23,Hebbal,Afternoon (12pm-4pm),5319
2022-03-23,Hebbal,Evening Peak (5pm-9pm),8510
2022-03-23,Hebbal,Morning Peak (8am-11am),10364
2022-03-23,Hebbal,Afternoon (12pm-4pm),7403
2022-03-23,Hebbal,Evening Peak (5pm-9pm),11845
2022-03-24,Hebbal,Morning Peak (8am-11am),7223
2022-03-24,Hebbal,Afternoon (12pm-4pm),5160
2022-03-24,Hebbal,Evening Peak (5pm-9pm),8256
2022-03-26,Hebbal,Morning Peak (8am-11am),14083
2022-03-26,Hebbal,Afternoon (12pm-4pm),10059
2022-03-26,Hebbal,Evening Peak (5pm-9pm),16095
2022-03-26,Hebbal,Morning Peak (8am-11am),3729
2022-03-26,Hebbal,Afternoon (12pm-4pm),2663
2022-03-26,Hebbal,Evening Peak (5pm-9pm),4262
2022-03-29,Hebbal,Morning Peak (8am-11am),9684
2022-03-29,Hebbal,Afternoon (12pm-4pm),6917
2022-03-29,Hebbal,Evening Peak (5pm-9pm),11068
2022-03-30,Hebbal,Morning Peak (8am-11am),3901
2022-03-30,Hebbal,Afternoon (12pm-4pm),2786
2022-03-30,Hebbal,Evening Peak (5pm-9pm),4458
2022-03-30,Hebbal,Morning Peak (8am-11am),9371
2022-03-30,Hebbal,Afternoon (12pm-4pm),6693
2022-03-30,Hebbal,Evening Peak (5pm-9pm),10710
2022-03-31,Hebbal,Morning Peak (8am-11am),7505
2022-03-31,Hebbal,Afternoon (12pm-4pm),5361
2022-03-31,Hebbal,Evening Peak (5pm-9pm),8578
2022-04-01,Hebbal,Morning Peak (8am-11am),7891
2022-04-01,Hebbal,Afternoon (12pm-4pm),5637
2022-04-01,Hebbal,Evening Peak (5pm-9pm),9019
2022-04-03,Hebbal,Morning Peak (8am-11am),14237
2022-04-03,Hebbal,Afternoon (12pm-4pm),10169
2022-04-03,Hebbal,Evening Peak (5pm-9pm),16271
2022-04-04,Hebbal,Morning Peak (8am-11am),10703
2022-04-04,Hebbal,Afternoon (12pm-4pm),7645
2022-04-04,Hebbal,Evening Peak (5pm-9pm),12232
2022-04-04,Hebbal,Morning Peak (8am-11am),6368
2022-04-04,Hebbal,Afternoon (12pm-4pm),4549
2022-04-04,Hebbal,Evening Peak (5pm-9pm),7278
2022-04-05,Hebbal,Morning Peak (8am-11am),9101
2022-04-05,Hebbal,Afternoon (12pm-4pm),6501
2022-04-05,Hebbal,Evening Peak (5pm-9pm),10402
2022-04-06,Hebbal,Morning Peak (8am-11am),11852
2022-04-06,Hebbal,Afternoon (12pm-4pm),8466
2022-04-06,Hebbal,Evening Peak (5pm-9pm),13546
2022-04-07,Hebbal,Morning Peak (8am-11am),16246
2022-04-07,Hebbal,Afternoon (12pm-4pm),11604
2022-04-07,Hebbal,Evening Peak (5pm-9pm),18567
2022-04-09,Hebbal,Morning Peak (8am-11am),12119
2022-04-09,Hebbal,Afternoon (12pm-4pm),8657
2022-04-09,Hebbal,Evening Peak (5pm-9pm),13851
2022-04-11,Hebbal,Morning Peak (8am-11am),13256
2022-04-11,Hebbal,Afternoon (12pm-4pm),9468
2022-04-11,Hebbal,Evening Peak (5pm-9pm),15150
2022-04-12,Hebbal,Morning Peak (8am-11am),14323
2022-04-12,Hebbal,Afternoon (12pm-4pm),10231
2022-04-12,Hebbal,Evening Peak (5pm-9pm),16369
2022-04-13,Hebbal,Morning Peak (8am-11am),12012
2022-04-13,Hebbal,Afternoon (12pm-4pm),8580
2022-04-13,Hebbal,Evening Peak (5pm-9pm),13728
2022-04-14,Hebbal,Morning Peak (8am-11am),12255
2022-04-14,Hebbal,Afternoon (12pm-4pm),8754
2022-04-14,Hebbal,Evening Peak (5pm-9pm),14006
2022-04-15,Hebbal,Morning Peak (8am-11am),14767
2022-04-15,Hebbal,Afternoon (12pm-4pm),10548
2022-04-15,Hebbal,Evening Peak (5pm-9pm),16877
2022-04-16,Hebbal,Morning Peak (8am-11am),10840
2022-04-16,Hebbal,Afternoon (12pm-4pm),7743
2022-04-16,Hebbal,Evening Peak (5pm-9pm),12389
2022-04-18,Hebbal,Morning Peak (8am-11am),3502
2022-04-18,Hebbal,Afternoon (12pm-4pm),2502
2022-04-18,Hebbal,Evening Peak (5pm-9pm),4003
2022-04-20,Hebbal,Morning Peak (8am-11am),8014
2022-04-20,Hebbal,Afternoon (12pm-4pm),5725
2022-04-20,Hebbal,Evening Peak (5pm-9pm),9160
2022-04-21,Hebbal,Morning Peak (8am-11am),6446
2022-04-21,Hebbal,Afternoon (12pm-4pm),4604
2022-04-21,Hebbal,Evening Peak (5pm-9pm),7367
2022-04-23,Hebbal,Morning Peak (8am-11am),9448
2022-04-23,Hebbal,Afternoon (12pm-4pm),6749
2022-04-23,Hebbal,Evening Peak (5pm-9pm),10798
2022-04-23,Hebbal,Morning Peak (8am-11am),7379
2022-04-23,Hebbal,Afternoon (12pm-4pm),5271
2022-04-23,Hebbal,Evening Peak (5pm-9pm),8434
2022-04-25,Hebbal,Morning Peak (8am-11am),7865
2022-04-25,Hebbal,Afternoon (12pm-4pm),5618
2022-04-25,Hebbal,Evening Peak (5pm-9pm),8989
2022-04-25,Hebbal,Morning Peak (8am-11am),6675
2022-04-25,Hebbal,Afternoon (12pm-4pm),4768
2022-04-25,Hebbal,Evening Peak (5pm-9pm),7629
2022-04-28,Hebbal,Morning Peak (8am-11am),10950
2022-04-28,Hebbal,Afternoon (12pm-4pm),7821
2022-04-28,Hebbal,Evening Peak (5pm-9pm),12514
2022-04-29,Hebbal,Morning Peak (8am-11am),10813
2022-04-29,Hebbal,Afternoon (12pm-4pm),7724
2022-04-29,Hebbal,Evening Peak (5pm-9pm),12358
2022-04-30,Hebbal,Morning Peak (8am-11am),5299
2022-04-30,Hebbal,Afternoon (12pm-4pm),3785
2022-04-30,Hebbal,Evening Peak (5pm-9pm),6056
2022-04-30,Hebbal,Morning Peak (8am-11am),5772
2022-04-30,Hebbal,Afternoon (12pm-4pm),4123
2022-04-30,Hebbal,Evening Peak (5pm-9pm),6596
2022-05-01,Hebbal,Morning Peak (8am-11am),6838
2022-05-01,Hebbal,Afternoon (12pm-4pm),4884
2022-05-01,Hebbal,Evening Peak (5pm-9pm),7815
2022-05-02,Hebbal,Morning Peak (8am-11am),7705
2022-05-02,Hebbal,Afternoon (12pm-4pm),5503
2022-05-02,Hebbal,Evening Peak (5pm-9pm),8806
2022-05-03,Hebbal,Morning Peak (8am-11am),6303
2022-05-03,Hebbal,Afternoon (12pm-4pm),4502
2022-05-03,Hebbal,Evening Peak (5pm-9pm),7204
2022-05-03,Hebbal,Morning Peak (8am-11am),7508
2022-05-03,Hebbal,Afternoon (12pm-4pm),5363
2022-05-03,Hebbal,Evening Peak (5pm-9pm),8581
2022-05-04,Hebbal,Morning Peak (8am-11am),3698
2022-05-04,Hebbal,Afternoon (12pm-4pm),2641
2022-05-04,Hebbal,Evening Peak (5pm-9pm),4226
2022-05-05,Hebbal,Morning Peak (8am-11am),16501
2022-05-05,Hebbal,Afternoon (12pm-4pm),11786
2022-05-05,Hebbal,Evening Peak (5pm-9pm),18858
2022-05-06,Hebbal,Morning Peak (8am-11am),6305
2022-05-06,Hebbal,Afternoon (12pm-4pm),4504
2022-05-06,Hebbal,Evening Peak (5pm-9pm),7206
2022-05-07,Hebbal,Morning Peak (8am-11am),3579
2022-05-07,Hebbal,Afternoon (12pm-4pm),2556
2022-05-07,Hebbal,Evening Peak (5pm-9pm),4090
2022-05-08,Hebbal,Morning Peak (8am-11am),5940
2022-05-08,Hebbal,Afternoon (12pm-4pm),4243
2022-05-08,Hebbal,Evening Peak (5pm-9pm),6788
2022-05-11,Hebbal,Morning Peak (8am-11am),6634
2022-05-11,Hebbal,Afternoon (12pm-4pm),4739
2022-05-11,Hebbal,Evening Peak (5pm-9pm),7582
2022-05-11,Hebbal,Morning Peak (8am-11am),3224
2022-05-11,Hebbal,Afternoon (12pm-4pm),2303
2022-05-11,Hebbal,Evening Peak (5pm-9pm),3685
2022-05-12,Hebbal,Morning Peak (8am-11am),2987
2022-05-12,Hebbal,Afternoon (12pm-4pm),2134
2022-05-12,Hebbal,Evening Peak (5pm-9pm),3414
2022-05-13,Hebbal,Morning Peak (8am-11am),9979
2022-05-13,Hebbal,Afternoon (12pm-4pm),7128
2022-05-13,Hebbal,Evening Peak (5pm-9pm),11405
2022-05-15,Hebbal,Morning Peak (8am-11am),9911
2022-05-15,Hebbal,Afternoon (12pm-4pm),7079
2022-05-15,Hebbal,Evening Peak (5pm-9pm),11327
2022-05-15,Hebbal,Morning Peak (8am-11am),6160
2022-05-15,Hebbal,Afternoon (12pm-4pm),4400
2022-05-15,Hebbal,Evening Peak (5pm-9pm),7040
2022-05-16,Hebbal,Morning Peak (8am-11am),11470
2022-05-16,Hebbal,Afternoon (12pm-4pm),8193
2022-05-16,Hebbal,Evening Peak (5pm-9pm),13108
2022-05-17,Hebbal,Morning Peak (8am-11am),6501
2022-05-17,Hebbal,Afternoon (12pm-4pm),4643
2022-05-17,Hebbal,Evening Peak (5pm-9pm),7430
2022-05-18,Hebbal,Morning Peak (8am-11am),9212
2022-05-18,Hebbal,Afternoon (12pm-4pm),6580
2022-05-18,Hebbal,Evening Peak (5pm-9pm),10528
2022-05-21,Hebbal,Morning Peak (8am-11am),10572
2022-05-21,Hebbal,Afternoon (12pm-4pm),7552
2022-05-21,Hebbal,Evening Peak (5pm-9pm),12083
2022-05-23,Hebbal,Morning Peak (8am-11am),10153
2022-05-23,Hebbal,Afternoon (12pm-4pm),7252
2022-05-23,Hebbal,Evening Peak (5pm-9pm),11603
2022-05-23,Hebbal,Morning Peak (8am-11am),9533
2022-05-23,Hebbal,Afternoon (12pm-4pm),6809
2022-05-23,Hebbal,Evening Peak (5pm-9pm),10895
2022-05-24,Hebbal,Morning Peak (8am-11am),13138
2022-05-24,Hebbal,Afternoon (12pm-4pm),9384
2022-05-24,Hebbal,Evening Peak (5pm-9pm),15015
2022-05-24,Hebbal,Morning Peak (8am-11am),7999
2022-05-24,Hebbal,Afternoon (12pm-4pm),5714
2022-05-24,Hebbal,Evening Peak (5pm-9pm),9142
2022-05-26,Hebbal,Morning Peak (8am-11am),10543
2022-05-26,Hebbal,Afternoon (12pm-4pm),7530
2022-05-26,Hebbal,Evening Peak (5pm-9pm),12049
2022-05-27,Hebbal,Morning Peak (8am-11am),12945
2022-05-27,Hebbal,Afternoon (12pm-4pm),9246
2022-05-27,Hebbal,Evening Peak (5pm-9pm),14794
2022-05-29,Hebbal,Morning Peak (8am-11am),3903
2022-05-29,Hebbal,Afternoon (12pm-4pm),2788
2022-05-29,Hebbal,Evening Peak (5pm-9pm),4461
2022-05-31,Hebbal,Morning Peak (8am-11am),14634
2022-05-31,Hebbal,Afternoon (12pm-4pm),10453
2022-05-31,Hebbal,Evening Peak (5pm-9pm),16724
2022-06-03,Hebbal,Morning Peak (8am-11am),3213
2022-06-03,Hebbal,Afternoon (12pm-4pm),2295
2022-06-03,Hebbal,Evening Peak (5pm-9pm),3672
2022-06-03,Hebbal,Morning Peak (8am-11am),9799
2022-06-03,Hebbal,Afternoon (12pm-4pm),6999
2022-06-03,Hebbal,Evening Peak (5pm-9pm),11199
2022-06-04,Hebbal,Morning Peak (8am-11am),14782
2022-06-04,Hebbal,Afternoon (12pm-4pm),10559
2022-06-04,Hebbal,Evening Peak (5pm-9pm),16894
2022-06-05,Hebbal,Morning Peak (8am-11am),12779
2022-06-05,Hebbal,Afternoon (12pm-4pm),9128
2022-06-05,Hebbal,Evening Peak (5pm-9pm),14604
2022-06-07,Hebbal,Morning Peak (8am-11am),3252
2022-06-07,Hebbal,Afternoon (12pm-4pm),2323
2022-06-07,Hebbal,Evening Peak (5pm-9pm),3716
2022-06-07,Hebbal,Morning Peak (8am-11am),6285
2022-06-07,Hebbal,Afternoon (12pm-4pm),4489
2022-06-07,Hebbal,Evening Peak (5pm-9pm),7183
2022-06-09,Hebbal,Morning Peak (8am-11am),15055
2022-06-09,Hebbal,Afternoon (12pm-4pm),10754
2022-06-09,Hebbal,Evening Peak (5pm-9pm),17206
2022-06-10,Hebbal,Morning Peak (8am-11am),7176
2022-06-10,Hebbal,Afternoon (12pm-4pm),5126
2022-06-10,Hebbal,Evening Peak (5pm-9pm),8202
2022-06-11,Hebbal,Morning Peak (8am-11am),14884
2022-06-11,Hebbal,Afternoon (12pm-4pm),10631
2022-06-11,Hebbal,Evening Peak (5pm-9pm),17010
2022-06-13,Hebbal,Morning Peak (8am-11am),6486
2022-06-13,Hebbal,Afternoon (12pm-4pm),4633
2022-06-13,Hebbal,Evening Peak (5pm-9pm),7413
2022-06-14,Hebbal,Morning Peak (8am-11am),15134
2022-06-14,Hebbal,Afternoon (12pm-4pm),10810
